,names,TN,FN,TP,FP,proportion_of_0,proportion_of_1,Accuracy
969,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/3.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
986,"LoanAmount,EMI,ResidenceType,RentAmount,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.41,0.59,0.07
1002,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/1.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
1011,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,ResidenceType/4.csv",0.04,0.93,0.03,0.0,0.53,0.47,0.07
1043,"InterestRate,InsuranceRate,ResidenceType,RentAmount/5.csv",0.04,0.93,0.03,0.0,0.43,0.57,0.06
1055,"LoanAmount,EMI,InterestRate,RentAmount,NoOfDependents/2.csv",0.04,0.94,0.03,0.0,0.51,0.49,0.06
1057,"LoanAmount,EMI,InterestRate,RentAmount,NoOfDependents/1.csv",0.04,0.94,0.03,0.0,0.55,0.45,0.06
1081,"loantype,LoanAmount,DocumentCharge,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.53,0.47,0.07
1093,"LoanAmount,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/5.csv",0.04,0.94,0.03,0.0,0.43,0.57,0.06
1096,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceAmount,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.42,0.58,0.07
1099,"LoanAmount,EMI,InterestRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/3.csv",0.04,0.93,0.03,0.0,0.44,0.56,0.07
1101,"LoanAmount,EMI,InterestRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.41,0.59,0.07
1128,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/5.csv",0.04,0.94,0.03,0.0,0.43,0.57,0.06
1140,"InterestRate,InsuranceAmount,NoOfDependents/2.csv",0.04,0.93,0.03,0.0,0.56,0.44,0.07
1154,"loantype,EMI,InterestRate,InsuranceRate,RentAmount/3.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
1179,"loantype,InterestRate,RentAmount/3.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
1198,"loantype,LoanAmount,EMI,InterestRate,NoOfDependents/5.csv",0.04,0.93,0.03,0.0,0.4,0.6,0.07
1199,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/3.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
1215,"LoanAmount,InsuranceRate,RentAmount/2.csv",0.04,0.94,0.03,0.0,0.52,0.48,0.06
1217,"LoanAmount,InsuranceRate,RentAmount/1.csv",0.04,0.94,0.03,0.0,0.47,0.53,0.06
1234,"EMI,InterestRate,ResidenceType,NoOfDependents/3.csv",0.04,0.93,0.03,0.0,0.55,0.45,0.07
1236,"EMI,InterestRate,ResidenceType,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.41,0.59,0.07
1251,"DocumentCharge,EMI,InterestRate,NoOfDependents/5.csv",0.04,0.93,0.03,0.0,0.33,0.67,0.07
1252,"LoanAmount,DocumentCharge,EMI,InterestRate,ResidenceType,NoOfDependents/3.csv",0.04,0.93,0.03,0.0,0.44,0.56,0.07
1255,"LoanAmount,DocumentCharge,EMI,InterestRate,ResidenceType,NoOfDependents/1.csv",0.04,0.93,0.03,0.0,0.52,0.48,0.07
1271,"LoanAmount,DocumentCharge,EMI,NoOfDependents/5.csv",0.04,0.93,0.03,0.0,0.37,0.63,0.07
1275,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/1.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
1285,"loantype,LoanAmount,RentAmount,NoOfDependents/1.csv",0.04,0.93,0.03,0.0,0.54,0.46,0.07
1287,"loantype,RentAmount,NoOfDependents/3.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
1290,"loantype,RentAmount,NoOfDependents/1.csv",0.04,0.93,0.03,0.0,0.55,0.45,0.07
1291,"loantype,EMI,InsuranceRate,InsuranceAmount,NoOfDependents/3.csv",0.04,0.93,0.03,0.0,0.45,0.55,0.07
1304,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/1.csv",0.04,0.93,0.03,0.0,0.45,0.55,0.07
1314,"LoanAmount,InterestRate,RentAmount/1.csv",0.04,0.94,0.03,0.0,0.55,0.45,0.06
1321,"loantype,DocumentCharge,InterestRate,InsuranceRate,RentAmount/3.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
1323,"loantype,DocumentCharge,InterestRate,InsuranceRate,RentAmount/4.csv",0.04,0.94,0.03,0.0,0.44,0.56,0.06
1327,"loantype,LoanAmount,EMI,InsuranceAmount,NoOfDependents/2.csv",0.04,0.93,0.03,0.0,0.45,0.55,0.07
1331,"loantype,EMI,InsuranceAmount,NoOfDependents/3.csv",0.04,0.93,0.03,0.0,0.45,0.55,0.07
1360,"loantype,EMI,RentAmount,NoOfDependents/5.csv",0.04,0.93,0.03,0.0,0.4,0.6,0.07
1400,"DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/5.csv",0.04,0.94,0.03,0.0,0.43,0.57,0.06
1404,"loantype,LoanAmount,EMI,RentAmount,NoOfDependents/1.csv",0.04,0.93,0.03,0.0,0.54,0.46,0.07
1405,"loantype,LoanAmount,EMI,RentAmount,NoOfDependents/5.csv",0.04,0.93,0.03,0.0,0.4,0.6,0.07
1418,"loantype,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/4.csv",0.04,0.93,0.03,0.0,0.53,0.47,0.07
1444,"LoanAmount,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/1.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
1453,"InsuranceRate,ResidenceType,RentAmount,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.42,0.58,0.07
1454,"InsuranceRate,ResidenceType,RentAmount,NoOfDependents/1.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
1495,"EMI,InterestRate,InsuranceRate,RentAmount/2.csv",0.04,0.94,0.03,0.0,0.51,0.49,0.06
1504,"loantype,DocumentCharge,InsuranceRate,RentAmount/3.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
1542,"LoanAmount,InsuranceRate,InsuranceAmount,RentAmount/5.csv",0.04,0.94,0.03,0.0,0.42,0.58,0.06
1562,"loantype,InterestRate,InsuranceRate,InsuranceAmount,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.44,0.56,0.07
1598,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,NoOfDependents/3.csv",0.04,0.93,0.03,0.0,0.45,0.55,0.07
1599,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,NoOfDependents/2.csv",0.04,0.93,0.03,0.0,0.57,0.43,0.07
1601,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,NoOfDependents/1.csv",0.04,0.93,0.03,0.0,0.47,0.53,0.07
1624,"loantype,InterestRate,RentAmount,NoOfDependents/2.csv",0.04,0.94,0.03,0.0,0.53,0.47,0.06
1628,"LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/3.csv",0.04,0.93,0.03,0.0,0.54,0.46,0.07
1662,"loantype,DocumentCharge,InsuranceRate,InsuranceAmount,RentAmount/3.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
1685,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/1.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
1692,"LoanAmount,DocumentCharge,EMI,InterestRate,ResidenceType,RentAmount,NoOfDependents/3.csv",0.04,0.93,0.03,0.0,0.44,0.56,0.07
1695,"LoanAmount,DocumentCharge,EMI,InterestRate,ResidenceType,RentAmount,NoOfDependents/1.csv",0.04,0.93,0.03,0.0,0.52,0.48,0.07
1700,"DocumentCharge,EMI,InterestRate,ResidenceType,NoOfDependents/1.csv",0.04,0.93,0.03,0.0,0.54,0.46,0.07
1702,"LoanAmount,DocumentCharge,InsuranceRate,InsuranceAmount,NoOfDependents/3.csv",0.04,0.93,0.03,0.0,0.65,0.35,0.07
1707,"LoanAmount,EMI,RentAmount/3.csv",0.04,0.94,0.03,0.0,0.5,0.5,0.06
1708,"LoanAmount,EMI,RentAmount/2.csv",0.04,0.94,0.03,0.0,0.59,0.41,0.06
1727,"loantype,DocumentCharge,EMI,RentAmount,NoOfDependents/2.csv",0.04,0.93,0.03,0.0,0.48,0.52,0.07
1728,"loantype,DocumentCharge,EMI,RentAmount,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.41,0.59,0.07
1746,"DocumentCharge,EMI,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/3.csv",0.04,0.93,0.03,0.0,0.58,0.42,0.07
1750,"DocumentCharge,EMI,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/5.csv",0.04,0.93,0.03,0.0,0.37,0.63,0.07
1779,"DocumentCharge,ResidenceType,RentAmount,NoOfDependents/1.csv",0.04,0.93,0.03,0.0,0.52,0.48,0.07
1798,"DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/1.csv",0.04,0.94,0.03,0.0,0.47,0.53,0.06
1799,"DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/5.csv",0.04,0.94,0.03,0.0,0.41,0.59,0.06
1800,"LoanAmount,DocumentCharge,EMI,InsuranceRate,NoOfDependents/3.csv",0.04,0.93,0.03,0.0,0.65,0.35,0.07
1820,"loantype,EMI,InterestRate,InsuranceAmount,NoOfDependents/3.csv",0.04,0.93,0.03,0.0,0.45,0.55,0.07
1826,"loantype,LoanAmount,DocumentCharge,RentAmount,NoOfDependents/2.csv",0.04,0.93,0.03,0.0,0.49,0.51,0.07
1855,"LoanAmount,EMI,InterestRate,ResidenceType,RentAmount,NoOfDependents/3.csv",0.04,0.93,0.03,0.0,0.45,0.55,0.07
1857,"LoanAmount,EMI,InterestRate,ResidenceType,RentAmount,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.41,0.59,0.07
1860,"LoanAmount,DocumentCharge,InterestRate,InsuranceRate,ResidenceType/3.csv",0.04,0.93,0.03,0.0,0.53,0.47,0.07
1876,"loantype,EMI,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/2.csv",0.04,0.93,0.03,0.0,0.45,0.55,0.07
1877,"loantype,EMI,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.41,0.59,0.07
1897,"loantype,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.44,0.56,0.07
1898,"loantype,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/1.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
1909,"LoanAmount,InterestRate,InsuranceRate,ResidenceType,RentAmount/5.csv",0.04,0.94,0.03,0.0,0.43,0.57,0.06
1920,"loantype,InterestRate,InsuranceRate,RentAmount/3.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
1922,"loantype,InterestRate,InsuranceRate,RentAmount/4.csv",0.04,0.94,0.03,0.0,0.44,0.56,0.06
1923,"loantype,InterestRate,InsuranceRate,RentAmount/1.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
1927,"loantype,DocumentCharge,InsuranceRate,RentAmount,NoOfDependents/4.csv",0.04,0.94,0.03,0.0,0.44,0.56,0.06
1977,"loantype,LoanAmount,ResidenceType,RentAmount,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.41,0.59,0.07
1979,"loantype,LoanAmount,ResidenceType,RentAmount,NoOfDependents/5.csv",0.04,0.94,0.03,0.0,0.47,0.53,0.06
2013,"loantype,DocumentCharge,EMI,InterestRate,NoOfDependents/1.csv",0.04,0.93,0.03,0.0,0.53,0.47,0.07
2018,"LoanAmount,EMI,InterestRate,RentAmount/1.csv",0.04,0.94,0.03,0.0,0.54,0.46,0.06
2068,"loantype,LoanAmount,RentAmount/1.csv",0.04,0.94,0.03,0.0,0.54,0.46,0.06
2071,"DocumentCharge,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/2.csv",0.04,0.93,0.03,0.0,0.53,0.47,0.07
2089,"DocumentCharge,EMI,InsuranceRate,InsuranceAmount,NoOfDependents/5.csv",0.04,0.93,0.03,0.0,0.37,0.63,0.07
2108,"loantype,InsuranceAmount,RentAmount,NoOfDependents/1.csv",0.04,0.93,0.03,0.0,0.46,0.54,0.06
2110,"DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/3.csv",0.04,0.93,0.03,0.0,0.56,0.44,0.07
2130,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/3.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
2155,"loantype,LoanAmount,EMI,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/3.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
2173,"loantype,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/1.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
2206,"InterestRate,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.52,0.48,0.07
2217,"loantype,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/1.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
2218,"loantype,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/5.csv",0.04,0.93,0.03,0.0,0.47,0.53,0.07
2228,"LoanAmount,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/5.csv",0.04,0.94,0.03,0.0,0.43,0.57,0.06
2236,"loantype,DocumentCharge,EMI,InterestRate,ResidenceType,RentAmount,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.41,0.59,0.07
2244,"loantype,EMI,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/3.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
2250,"loantype,LoanAmount,EMI,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/2.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
2251,"loantype,LoanAmount,EMI,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.41,0.59,0.07
2268,"loantype,EMI,InsuranceRate,RentAmount,NoOfDependents/3.csv",0.04,0.93,0.03,0.0,0.45,0.55,0.07
2270,"loantype,EMI,InsuranceRate,RentAmount,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.44,0.56,0.07
2279,"loantype,EMI,NoOfDependents/2.csv",0.04,0.93,0.03,0.0,0.48,0.52,0.07
2282,"loantype,EMI,NoOfDependents/5.csv",0.04,0.93,0.03,0.0,0.4,0.6,0.07
2311,"DocumentCharge,InterestRate,RentAmount/2.csv",0.04,0.94,0.03,0.0,0.51,0.49,0.06
2329,"EMI,InterestRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/5.csv",0.04,0.93,0.03,0.0,0.41,0.59,0.07
2338,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,NoOfDependents/1.csv",0.04,0.93,0.03,0.0,0.48,0.52,0.07
2340,"LoanAmount,EMI,InsuranceRate,InsuranceAmount,NoOfDependents/3.csv",0.04,0.93,0.03,0.0,0.65,0.35,0.07
2358,"LoanAmount,InterestRate,ResidenceType,NoOfDependents/1.csv",0.04,0.93,0.03,0.0,0.52,0.48,0.07
2361,"loantype,LoanAmount,EMI,InsuranceAmount,ResidenceType,NoOfDependents/2.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
2373,"loantype,InsuranceRate,RentAmount,NoOfDependents/1.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
2377,"EMI,ResidenceType,RentAmount,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.41,0.59,0.07
2379,"loantype,EMI,InsuranceRate,NoOfDependents/3.csv",0.04,0.93,0.03,0.0,0.45,0.55,0.07
2381,"loantype,EMI,InsuranceRate,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.44,0.56,0.07
2387,"loantype,LoanAmount,EMI,InterestRate,RentAmount,NoOfDependents/1.csv",0.04,0.93,0.03,0.0,0.53,0.47,0.07
2388,"loantype,LoanAmount,EMI,InterestRate,RentAmount,NoOfDependents/5.csv",0.04,0.93,0.03,0.0,0.4,0.6,0.07
2394,"loantype,InsuranceRate,RentAmount/3.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
2396,"loantype,InsuranceRate,RentAmount/4.csv",0.04,0.94,0.03,0.0,0.44,0.56,0.06
2413,"DocumentCharge,EMI,InsuranceAmount,ResidenceType,NoOfDependents/5.csv",0.04,0.93,0.03,0.0,0.42,0.58,0.07
2437,"loantype,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/1.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
2438,"loantype,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/5.csv",0.04,0.93,0.03,0.0,0.47,0.53,0.07
2444,"loantype,EMI,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/3.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
2467,"DocumentCharge,ResidenceType,NoOfDependents/1.csv",0.04,0.93,0.03,0.0,0.52,0.48,0.07
2468,"loantype,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/3.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
2471,"loantype,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/1.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
2490,"loantype,LoanAmount,InterestRate,InsuranceRate,RentAmount,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.44,0.56,0.07
2498,"DocumentCharge,InsuranceRate,NoOfDependents/3.csv",0.04,0.93,0.03,0.0,0.57,0.43,0.07
2531,"DocumentCharge,InterestRate,ResidenceType,RentAmount,NoOfDependents/1.csv",0.04,0.93,0.03,0.0,0.54,0.46,0.07
2550,"loantype,LoanAmount,DocumentCharge,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.44,0.56,0.07
2560,"LoanAmount,DocumentCharge,EMI,InsuranceAmount,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.43,0.57,0.07
2581,"loantype,NoOfDependents/1.csv",0.04,0.93,0.03,0.0,0.55,0.45,0.07
2589,"loantype,LoanAmount,DocumentCharge,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.53,0.47,0.07
2598,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/4.csv",0.04,0.93,0.03,0.0,0.53,0.47,0.07
2610,"EMI,InterestRate,InsuranceRate,NoOfDependents/3.csv",0.04,0.93,0.03,0.0,0.65,0.35,0.07
2611,"EMI,InterestRate,InsuranceRate,NoOfDependents/2.csv",0.04,0.93,0.03,0.0,0.54,0.46,0.07
2612,"EMI,InterestRate,InsuranceRate,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.45,0.55,0.07
2621,"loantype,RentAmount/2.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
2667,"DocumentCharge,InterestRate,InsuranceRate,RentAmount/1.csv",0.04,0.94,0.03,0.0,0.48,0.52,0.06
2685,"loantype,EMI,InterestRate,ResidenceType,RentAmount,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.41,0.59,0.07
2704,"DocumentCharge,EMI,NoOfDependents/2.csv",0.04,0.93,0.03,0.0,0.56,0.44,0.07
2713,"loantype,EMI,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/3.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
2718,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/3.csv",0.04,0.93,0.03,0.0,0.45,0.55,0.07
2766,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/1.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
2770,"loantype,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.44,0.56,0.07
2799,"LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.42,0.58,0.07
2825,"loantype,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/1.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
2883,"loantype,EMI,ResidenceType,RentAmount,NoOfDependents/2.csv",0.04,0.93,0.03,0.0,0.45,0.55,0.07
2884,"loantype,EMI,ResidenceType,RentAmount,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.41,0.59,0.07
2906,"loantype,ResidenceType,RentAmount/5.csv",0.04,0.94,0.03,0.0,0.47,0.53,0.06
2935,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/1.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
2937,"loantype,InsuranceRate,InsuranceAmount,RentAmount/3.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
2980,"loantype,LoanAmount,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/1.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
2985,"loantype,DocumentCharge,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/1.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
2993,"EMI,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/2.csv",0.04,0.93,0.03,0.0,0.52,0.48,0.07
3001,"loantype,InterestRate,InsuranceAmount,ResidenceType,NoOfDependents/5.csv",0.04,0.93,0.03,0.0,0.47,0.53,0.07
3028,"LoanAmount,EMI,InterestRate,InsuranceRate,NoOfDependents/2.csv",0.04,0.93,0.03,0.0,0.52,0.48,0.07
3029,"LoanAmount,EMI,InterestRate,InsuranceRate,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.59,0.41,0.07
3065,"DocumentCharge,InterestRate,InsuranceRate,RentAmount,NoOfDependents/1.csv",0.04,0.94,0.03,0.0,0.48,0.52,0.06
3082,"LoanAmount,InterestRate,InsuranceRate,InsuranceAmount,NoOfDependents/3.csv",0.04,0.93,0.03,0.0,0.51,0.49,0.07
3105,"EMI,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/1.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
3122,"loantype,DocumentCharge,InsuranceRate,ResidenceType,RentAmount/3.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
3192,"InterestRate,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/3.csv",0.04,0.93,0.03,0.0,0.65,0.35,0.07
3193,"InterestRate,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/2.csv",0.04,0.93,0.03,0.0,0.54,0.46,0.07
3204,"loantype,LoanAmount,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.41,0.59,0.07
3217,"loantype,LoanAmount,EMI,InsuranceRate,ResidenceType,NoOfDependents/3.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
3223,"LoanAmount,DocumentCharge,EMI,InterestRate,RentAmount/2.csv",0.04,0.94,0.03,0.0,0.52,0.48,0.06
3234,"loantype,LoanAmount,EMI,NoOfDependents/1.csv",0.04,0.93,0.03,0.0,0.54,0.46,0.07
3235,"loantype,LoanAmount,EMI,NoOfDependents/5.csv",0.04,0.93,0.03,0.0,0.4,0.6,0.07
3236,"loantype,EMI,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/3.csv",0.04,0.93,0.03,0.0,0.45,0.55,0.07
3251,"loantype,DocumentCharge,InterestRate,InsuranceRate,ResidenceType,RentAmount/3.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
3256,"loantype,EMI,InsuranceRate,ResidenceType,NoOfDependents/3.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
3278,"LoanAmount,DocumentCharge,EMI,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/1.csv",0.04,0.93,0.03,0.0,0.46,0.54,0.07
3297,"loantype,LoanAmount,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.44,0.56,0.07
3302,"loantype,DocumentCharge,InterestRate,InsuranceRate,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.44,0.56,0.07
3317,"loantype,DocumentCharge,EMI,InsuranceRate,RentAmount,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.44,0.56,0.07
3342,"loantype,LoanAmount,InsuranceRate,InsuranceAmount,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.44,0.56,0.07
3346,"DocumentCharge,EMI,RentAmount,NoOfDependents/2.csv",0.04,0.93,0.03,0.0,0.46,0.54,0.07
3348,"DocumentCharge,EMI,RentAmount,NoOfDependents/1.csv",0.04,0.93,0.03,0.0,0.55,0.45,0.07
3349,"DocumentCharge,EMI,RentAmount,NoOfDependents/5.csv",0.04,0.93,0.03,0.0,0.33,0.67,0.07
3359,"LoanAmount,InsuranceRate,RentAmount,NoOfDependents/5.csv",0.04,0.94,0.03,0.0,0.42,0.58,0.06
3411,"loantype,EMI,InsuranceAmount,ResidenceType,NoOfDependents/2.csv",0.04,0.93,0.03,0.0,0.45,0.55,0.07
3412,"loantype,EMI,InsuranceAmount,ResidenceType,NoOfDependents/4.csv",0.04,0.93,0.03,0.0,0.41,0.59,0.07
3425,"loantype,EMI,InterestRate,RentAmount,NoOfDependents/3.csv",0.04,0.93,0.03,0.0,0.45,0.55,0.07
3426,"loantype,EMI,InterestRate,RentAmount,NoOfDependents/2.csv",0.04,0.94,0.03,0.0,0.53,0.47,0.06
3434,"DocumentCharge,EMI,InsuranceRate,NoOfDependents/5.csv",0.04,0.93,0.03,0.0,0.4,0.6,0.07
3438,"InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/1.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
3488,"LoanAmount,DocumentCharge,EMI,RentAmount,NoOfDependents/5.csv",0.04,0.93,0.03,0.0,0.37,0.63,0.07
3493,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceRate,RentAmount,NoOfDependents/5.csv",0.04,0.93,0.03,0.0,0.42,0.58,0.07
3497,"loantype,InterestRate,InsuranceRate,RentAmount,NoOfDependents/1.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
3502,"loantype,DocumentCharge,EMI,InsuranceRate,ResidenceType,NoOfDependents/1.csv",0.04,0.94,0.03,0.0,0.45,0.55,0.06
3515,"DocumentCharge,EMI,ResidenceType,NoOfDependents/2.csv",0.04,0.93,0.03,0.0,0.55,0.45,0.07
