Name,Designation,DOB,URL,Constituency,Remarks
Abdul Quddus Bizenjo,Member of Balochistan Assembly (Provincial),1/1/1974,http://www.pabalochistan.gov.pk/index.php/members/profile/en/28/788,PB-44 Awaran-cum-Panjgur,"{'Current Posts': 'Speaker', 'Party Affiliation': 'Balochistan Awami Party', ""Father's/Husband's Name"": 'Mir Abdul Majeed Bizenjo', 'Religion': 'Islam'}"
Abdul Aziz Junejo,Member of Sindh Assembly (Provincial),7/12/1961,http://www.pas.gov.pk/index.php/members/profile/en/32/605,PS-83 Dadu-I,"{'Academic Qualifications': 'BE : Civil Technology, N.E.D. University Karachi', 'Profession(s)': 'Engineer', 'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', 'Email': 'abdulazizjunejo@gmail.com', ""Father's/Husband's Name"": 'Haji Ameer Bux Junejo', 'Marital Status': 'Married', 'Children': 'Three', 'Place of Birth': 'Ali Bux Junejo village', 'Permanent Contact': 'R/O Village Ali Bux Junejo P.O. Khanpur-Junejo, Taluka K.N. Shah District Dadu', 'Present Contact': 'House No. 202/1 Street No.39, Main Qasim, Phase VI, DHA, Karachi\n0300-3014791', 'Religion': 'Islam'}"
Zulfiqar Ali Shah,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/751,PS-48 Mirpurkhas-II,"{'Academic Qualifications': 'Graduate : Defence Authority Degree College for Men Schooling : Aitchison College Lahore', 'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', 'Email': 'mirpurkhas1@outlook.com', ""Father's/Husband's Name"": 'Syed Khadim Ali Shah\t(Ex-MNA)', 'Permanent Contact': 'Village Syed Khadim Ali Shah, Taluka Mirpurkhas, District Mirpurkhas\n0300-3056848, 0300-2005050', 'Religion': 'Islam'}"
Zia Abbas Shah,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/673,PS-60 Tando Allahyar-I,"{'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', ""Father's/Husband's Name"": 'Syed Ali Nawaz Shah Rizvi', 'Religion': 'Islam'}"
Waseemuddin Qureshi,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/747,PS-123 Karachi Central-I,"{'Party Affiliation': 'Mutahida Quami Movement Pakistan', ""Father's/Husband's Name"": 'Rafi Uddin Qureshi', 'Religion': 'Islam'}"
Waryam Faqir,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/737,PS-46 Sanghar-VI,"{'Party Affiliation': 'Grand Democratic Alliance', ""Father's/Husband's Name"": 'Faqir Muhammad Bachal', 'Religion': 'Islam'}"
Tariq Masood Arain,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/663,PS-38 Shaheed Benazirabad-II,"{'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', ""Father's/Husband's Name"": 'Manzoor Ahmed', 'Religion': 'Islam'}"
Tariq Ali,Member of Sindh Assembly (Provincial),1/1/1979,http://www.pas.gov.pk/index.php/members/profile/en/32/667,PS-50 Mirpurkhas-IV,"{'Academic Qualifications': 'MA L.L.B.', 'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', ""Father's/Husband's Name"": 'Manzoor Ali Talpur', 'Marital Status': 'Married', 'Children': 'Three', 'Place of Birth': 'Digri', 'Permanent Contact': 'H.No.C4, Block-7, Clifton, Karachi\n0300-3015222, 0333-4511084', 'Religion': 'Islam'}"
Tanzila Umi Habiba,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/701,RSW-141,"{'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', ""Father's/Husband's Name"": 'Muhammad Ishaque', 'Religion': 'Islam'}"
Taj Muhammad,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/681,PS-73 Badin-IV,"{'Academic Qualifications': 'BA : G.I.D.C Badin', 'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', 'Email': 'tajmuhammadmallahbdn@gmail.com', ""Father's/Husband's Name"": 'Haji Muhammad Saleh', 'Marital Status': 'Married', 'Children': 'Six', 'Permanent Contact': 'Mallah House Ward No.4, Near Army Cantt Badin\n0333-2535835', 'Religion': 'Islam'}"
Tahira Dua Bhutto,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/617,RSW-151,"{'Party Affiliation': 'Pakistan Tehreek-e-Insaf', 'Email': 'duabhuttopti@gmail.com', ""Father's/Husband's Name"": 'Ghulam Mustafa', 'Marital Status': 'Unmarried', 'Place of Birth': 'Karachi', 'Permanent Contact': 'Muhalla Murad Wahan, larkana', 'Present Contact': 'House No.G47, FC Area, Karachi\n0300-2028071', 'Religion': 'Islam'}"
Syeda Shehla Raza,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/695,RSW-131,"{'Current Posts': 'Minister: Women Development', 'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', ""Father's/Husband's Name"": 'Ghulam Qadir', 'Religion': 'Islam'}"
Syeda Marvi Faseeh,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/704,RSW-144,"{'Academic Qualifications': 'MA L.L.B. BA', 'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', 'Email': 'smarvirashdi2@gmail.com', ""Father's/Husband's Name"": 'Syed Faseeh Ahmed Shah', 'Marital Status': 'Married', 'Children': 'Three', 'Place of Birth': 'Khairpur', 'Permanent Contact': 'House No.442, Civil Lines near Khoja Garden, Nawabshah', 'Present Contact': '4-B, 2nd Central Lane South Circular Avenue, Phase II DHA, Karachi\n0321-8387807', 'Religion': 'Islam'}"
Syed Murad Ali Shah,Member of Sindh Assembly (Provincial),24-07-38,http://www.pas.gov.pk/index.php/members/profile/en/32/661,PS-34 Naushahro Feroze-II,"{'Academic Qualifications': 'Graduate : Sindh University', 'Profession(s)': 'Agriculturist\t\t\t\t\n\t\t\tBusinessperson', 'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', ""Father's/Husband's Name"": 'Syed Noor Mohammad Shah', 'Marital Status': 'Married', 'Children': 'Six', 'Place of Birth': 'Bhira', 'Permanent Contact': 'P.O Bhiria, District Naushahro Feroze, Sindh\n0242-432356, 0242432314', 'Present Contact': 'F-100, Khayaban-e-Roomi, Kahkashan Clifton, Karachi\n0300-8207496', 'Religion': 'Islam'}"
Syed Imran Ali Shah,Member of Sindh Assembly (Provincial),19-11-73,http://www.pas.gov.pk/index.php/members/profile/en/32/732,PS-129 Karachi Central-VII,"{'Academic Qualifications': 'F.R.C.S : Royal College of Surgeons of England M.R.C.S : Royal College of Surgeons of Glasgow M.R.C.S : Royal College of Surgeons of Edinburgh', 'Profession(s)': 'Doctor', 'Party Affiliation': 'Pakistan Tehreek-e-Insaf', 'Email': 'drimranshah@hotmail.com', ""Father's/Husband's Name"": 'Syed Muhammad Ali Shah', 'Marital Status': 'Married', 'Children': 'Three', 'Place of Birth': 'Birkenhead, UK', 'Permanent Contact': 'C-166, KDA Scheme 1, Karsaz, Karachi\n0302-8224666 (O)021-36685560 (F)021-36685557', 'Religion': 'Islam'}"
Sohrab Khan Sarki,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/644,PS-2 Jacobabad-II,"{'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', ""Father's/Husband's Name"": 'Sardar Haji Wahid Bux Khan Sarki', 'Religion': 'Islam'}"
Sohail Anwar,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/649,PS-12 Larkana-III,"{'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', ""Father's/Husband's Name"": 'Ali Anwar Sial', 'Religion': 'Islam'}"
Siraj Khan Durrani,Member of Sindh Assembly (Provincial),5/10/1953,http://www.pas.gov.pk/index.php/members/profile/en/32/584,PS-9 Shikarpur-III,"{'Current Posts': 'Speaker', 'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', ""Father's/Husband's Name"": 'Agha Saddaruddin Khan Durrani', 'Marital Status': 'Married', 'Religion': 'Islam'}"
Sidra Imran,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/708,RSW-148,"{'Party Affiliation': 'Pakistan Tehreek-e-Insaf', 'Email': 'sidra.imran@insaf.pk', ""Father's/Husband's Name"": 'Muhammad Imran Khan', 'Place of Birth': 'Karachi', 'Permanent Contact': 'House No. B-140, Block - L, North Nazimabad, Karachi\n0312-2132008', 'Religion': 'Islam'}"
Shazia Umar,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/698,RSW-137,"{'Academic Qualifications': 'Intermediate', 'Profession(s)': 'Social Worker', 'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', 'Email': 'shazia.sanghar@yahoo.com', ""Father's/Husband's Name"": 'Abdul Kareem', 'Marital Status': 'Married', 'Permanent Contact': 'New Kalri, Sanghar House, 7B-67/511-A7, Lyari Karachi South.\n0301-2119246, 0349-2024956 (R &F)021-32524956', 'Religion': 'Islam'}"
Shams Din,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/736,PS-42 Sanghar-II,"{'Academic Qualifications': 'BE', 'Profession(s)': 'Landlord', 'Party Affiliation': 'Grand Democratic Alliance', ""Father's/Husband's Name"": 'Qazi Faiz Muhammad', 'Marital Status': 'Married', 'Children': 'One', 'Place of Birth': 'Hyderabad', 'Permanent Contact': 'Village Qazi Wali Muhammad Rajar PO Niau Khipro, District Sanghar', 'Present Contact': '135/1, 7th Street, Khayaban-e-Bukhari, DHA, Karachi\n0322-8370555', 'Religion': 'Islam'}"
Shamim Mumtaz,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/700,RSW-139,"{'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', ""Father's/Husband's Name"": 'Muhammad Yousaf Pirzada', 'Religion': 'Islam'}"
Shahzad Qureshi,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/754,PS-111 Karachi South-V,"{'Party Affiliation': 'Pakistan Tehreek-e-Insaf', ""Father's/Husband's Name"": 'Fazal Amin Qureshi', 'Permanent Contact': 'House No.5-255, Street No.6, Phase VII Extention, DHA, Karachi', 'Religion': 'Islam'}"
Shahnaz Begum,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/703,RSW-143,"{'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', ""Father's/Husband's Name"": 'Abdul Hameed Ansari', 'Religion': 'Islam'}"
Shahid Thahim,Member of Sindh Assembly (Provincial),12/1/1972,http://www.pas.gov.pk/index.php/members/profile/en/32/620,PS-45 Sanghar-V,"{'Academic Qualifications': 'Graduate', 'Profession(s)': 'Landlord', 'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', ""Father's/Husband's Name"": 'Abdul Salam Thahim', 'Marital Status': 'Married', 'Children': 'Five', 'Place of Birth': 'Hyderabad', 'Permanent Contact': 'Thahim House, Station Road, Shahdadpur\n0300-3084194', 'Present Contact': 'H.No.D-88/1, Block-7, Clifton, Karachi\n0213-5860121, (M)0300-3084194', 'Religion': 'Islam'}"
Shaheena,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/696,RSW-132,"{'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', ""Father's/Husband's Name"": 'Sher Ali', 'Religion': 'Islam'}"
Shahar Yar Khan Shar,Member of Sindh Assembly (Provincial),15-01-82,http://www.pas.gov.pk/index.php/members/profile/en/32/722,PS-18 Ghotki-I,"{'Profession(s)': 'Landlord', 'Party Affiliation': 'Pakistan Tehreek-e-Insaf', ""Father's/Husband's Name"": 'Sardar Muhammad Khan Shar', 'Permanent Contact': 'Sardar Muhammad Khan Shar House, Daharki, District Ghotki', 'Present Contact': 'Gohar House C-48, Street No.5 East Phase I, DHA, Karachi\n0300-2184057', 'Religion': 'Islam'}"
Shahana Ashar,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/750,RSW-155,"{'Academic Qualifications': 'BA', 'Party Affiliation': 'Mutahida Quami Movement Pakistan', 'Email': 'shahana.ashar@live.com', ""Father's/Husband's Name"": 'Ashar Alam Qadwai', 'Marital Status': 'Married', 'Permanent Contact': '28-B, 8 Floor, Society Apartment, Society Office, PECHS, Block-2, Karachi\n0333-2201001, 0313-2935013', 'Religion': 'Islam'}"
Shah Nawaz Jadoon,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/618,PS-113 Karachi West-II,"{'Party Affiliation': 'Pakistan Tehreek-e-Insaf', ""Father's/Husband's Name"": 'Gul Rooze Khan', 'Marital Status': 'Married', 'Children': 'One', 'Religion': 'Islam'}"
Shah Hussain Shah Sheerazi,Member of Sindh Assembly (Provincial),20-08-77,http://www.pas.gov.pk/index.php/members/profile/en/32/683,PS-75 Sujawal-I,"{'Academic Qualifications': 'BA : University of Sindh', 'Profession(s)': 'Agriculturist', 'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', ""Father's/Husband's Name"": 'Shafqat Hussain Shah Sheerazi', 'Marital Status': 'Married', 'Place of Birth': 'Thatta', 'Permanent Contact': 'Village Syedpur PO Sujawal, Taluka Sujawal, District Sujawal\n0333-5558110, 0335-2555333', 'Religion': 'Islam'}"
Shaejeel Inam,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/676,PS-63 Hyderabad-II,"{'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', ""Father's/Husband's Name"": 'Inam ul Haque Memon', 'Religion': 'Islam'}"
Shabbir Ali Bijarani,Member of Sindh Assembly (Provincial),20-04-73,http://www.pas.gov.pk/index.php/members/profile/en/32/635,PS-6 Kashmore-III,"{'Current Posts': 'Minister: Mines & Mineral Development', 'Academic Qualifications': 'Graduate', 'Profession(s)': 'Agriculturist\t\t\t\t\n\t\t\tPolitician', 'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', 'Email': 'sbijarani@hotmail.com', ""Father's/Husband's Name"": 'Mir Hazar Khan Bijarani', 'Marital Status': 'Married', 'Children': 'Five', 'Place of Birth': 'Jacobabad', 'Permanent Contact': 'Village Karampur, Tehsil Tangwani, District Kashmore @ Kandkot', 'Present Contact': '12-B, 10th South Street Ext, DHA, Phase-II, Karachi\n0300-2816959', 'Religion': 'Islam'}"
Seema Zia,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/749,RSW-149,"{'Academic Qualifications': 'MBBS MCPS', 'Profession(s)': 'Doctor', 'Party Affiliation': 'Pakistan Tehreek-e-Insaf', 'Email': 'dr.szia@insaf.pk', ""Father's/Husband's Name"": 'Yazdani Zia', 'Marital Status': 'Married', 'Permanent Contact': '30-B, South Circular Avenue, Phase II, DHA, Karachi', 'Religion': 'Islam'}"
Sayed Ghulam Shah Jilani,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/691,PS-86 Dadu-IV,"{'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', ""Father's/Husband's Name"": 'Sayed Allah Bux Shah', 'Religion': 'Islam'}"
Sarwat Fatima,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/712,RSW-159,"{'Party Affiliation': 'Tehreek-e-Labbaik Pakistan', ""Father's/Husband's Name"": 'Muhammad Saleem', 'Religion': 'Islam'}"
Sarfraz Hussain Shah,Member of Sindh Assembly (Provincial),17-04-51,http://www.pas.gov.pk/index.php/members/profile/en/32/614,PS-33 Naushahro Feroze-I,"{'Academic Qualifications': 'B.E : Civil Technology, S.U. Engg: College Jamshoro', 'Profession(s)': 'Agriculturist', 'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', ""Father's/Husband's Name"": 'Ali Mardan Shah', 'Marital Status': 'Married', 'Children': 'Eight', 'Place of Birth': 'Kandiaro', 'Permanent Contact': 'Sayed Mohala, Ward No.3, Town Committee Kandearo, District Nousharo Feroz Sindh\n(O)0242449722 (R)0242449722 (M)0300-3205922', 'Religion': 'Islam'}"
Sardar Ghulam Abid,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/646,PS-5 Kashmore-II,"{'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', ""Father's/Husband's Name"": 'Mir Sundar Khan', 'Religion': 'Islam'}"
Sardar Ali Shah,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/668,PS-51 Umerkot-I,"{'Current Posts': 'Minister: Culture,\xa0Tourism,\xa0Antiquities,\xa0Education', 'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', ""Father's/Husband's Name"": 'Syed Ali Murad Shah', 'Present Contact': 'House No.76/II, 30th Street, Khayaban-e-Seher, Phase VI, DHA, Karachi', 'Religion': 'Islam'}"
Sanjay Perwani,Member of Sindh Assembly (Provincial),7/3/1970,http://www.pas.gov.pk/index.php/members/profile/en/32/637,RSM-167,"{'Academic Qualifications': 'Diploma : Fashion Design from F.I.T New York', 'Profession(s)': 'Businessperson', 'Party Affiliation': 'Mutahida Quami Movement Pakistan', 'Email': 'sanjayperwani@gmail.com', ""Father's/Husband's Name"": 'Gobind Perwani', 'Marital Status': 'Married', 'Children': '02', 'Place of Birth': 'Mirpur Khas', 'Permanent Contact': 'Sattar Nagar, Sattelite Town, Mirpurkhas', 'Present Contact': 'House No.26 A, Khayaban-e-Tanzeem, Phase V, DHA, Karachi.\n(R)021-99332774 (F)021-35292783 (M)0300-8246000', 'Religion': 'Hinduism'}"
Sanjay Gangwani,Member of Sindh Assembly (Provincial),16-08-79,http://www.pas.gov.pk/index.php/members/profile/en/32/718,RSM-165,"{'Academic Qualifications': 'MBBS : Dow Medical', 'Profession(s)': 'Doctor', 'Party Affiliation': 'Pakistan Tehreek-e-Insaf', 'Email': 'drsanjaygangwani@gmail.com', ""Father's/Husband's Name"": 'Murli Dhar Gangwani', 'Marital Status': 'Married', 'Children': 'Two', 'Place of Birth': 'Karachi', 'Religion': 'Hinduism'}"
Sajid Ali Banbhan,Member of Sindh Assembly (Provincial),,http://www.pas.gov.pk/index.php/members/profile/en/32/659,PS-28 Khairpur-III,"{'Academic Qualifications': 'BA : Shah Abdul Latif University Khairpur', 'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', ""Father's/Husband's Name"": 'Raees Ellahi Buksh', 'Marital Status': 'Married', 'Place of Birth': 'Zafarabad', 'Permanent Contact': 'P.O. Zafarabad, Kandiary Taluka Faiz Gunj District Khairpur (mirs)\n0341-5518080', 'Religion': 'Islam'}"
Sajeela Laghari,Member of Sindh Assembly (Provincial),29-03-64,http://www.pas.gov.pk/index.php/members/profile/en/32/702,RSW-142,"{'Academic Qualifications': 'MBBS : LUMHS Jamshoro', 'Profession(s)': 'Doctor', 'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', 'Email': 'sajeelalaghari@gmail.com', ""Father's/Husband's Name"": 'Dr. Manzoor Laghari', 'Marital Status': 'Married', 'Children': 'Three', 'Place of Birth': 'Dadu', 'Permanent Contact': 'Dr. Sajeela Manzoor Laghari, Karimdad Lund Road near Shahjahan Park, Dadu.', 'Present Contact': 'House No.128, Muslim Housing Society, Qasimabad, Hyderabad\n0300-9377105', 'Religion': 'Islam'}"
Saeed Ghani,Member of Sindh Assembly (Provincial),8/11/1972,http://www.pas.gov.pk/index.php/members/profile/en/32/694,PS-104 Karachi East-VI,"{'Current Posts': 'Minister: Local Government,\xa0Public Health Engineering and Rural Development,\xa0Katchi Abadies', 'Academic Qualifications': 'B.Com', 'Profession(s)': 'Agriculturist', 'Party Affiliation': 'Pakistan Peoples Party Parliamentarians', 'Email': 'saeed.g.k@gmail.com', ""Father's/Husband's Name"": 'Usman Ghani', 'Marital Status': 'Married', 'Place of Birth': 'Karachi', 'Religion': 'Islam'}"
Saeed Ahmed,Member of Sindh Assembly (Provincial),5/10/1985,http://www.pas.gov.pk/index.php/members/profile/en/32/730,PS-120 Karachi West-IX,"{'Profession(s)': 'Businessperson', 'Party Affiliation': 'Pakistan Tehreek-e-Insaf', 'Email': 'pti.distwest@gmail.com', ""Father's/Husband's Name"": 'Syed Ghafoor', 'Marital Status': 'Married', 'Children': 'Six', 'Place of Birth': 'Karachi', 'Permanent Contact': 'H.No.C20/12, Street 01, Pathan Colony, Site Town, Karachi\n0315-1155155', 'Religion': 'Islam'}"
