,names,size,TN,FN,TP,FP,proportion_of_0,proportion_of_1,Accuracy
695,"LoanAmount,DocumentCharge,InsuranceRate,NoOfDependents/3.csv",2721,0.04,0.93,0.03,0.0,0.65,0.35,0.07
747,"loantype,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/4.csv",10252,0.04,0.93,0.03,0.0,0.53,0.47,0.07
761,"loantype,LoanAmount,EMI,ResidenceType,RentAmount,NoOfDependents/2.csv",4584,0.04,0.94,0.03,0.0,0.45,0.55,0.06
765,"LoanAmount,InsuranceRate,NoOfDependents/3.csv",11406,0.04,0.93,0.03,0.0,0.58,0.42,0.07
819,"LoanAmount,DocumentCharge,InsuranceRate,RentAmount,NoOfDependents/3.csv",10955,0.04,0.93,0.03,0.0,0.59,0.41,0.07
831,"loantype,InsuranceRate,InsuranceAmount,NoOfDependents/4.csv",963,0.04,0.93,0.03,0.0,0.44,0.56,0.07
841,"loantype,InsuranceRate,NoOfDependents/4.csv",963,0.04,0.93,0.03,0.0,0.44,0.56,0.07
864,"loantype,EMI,InterestRate,NoOfDependents/3.csv",5161,0.04,0.93,0.03,0.0,0.45,0.55,0.07
867,"loantype,EMI,InterestRate,NoOfDependents/1.csv",9974,0.04,0.93,0.03,0.0,0.54,0.46,0.07
932,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/1.csv",10407,0.04,0.93,0.03,0.0,0.45,0.55,0.07
937,"loantype,LoanAmount,InterestRate,InsuranceRate,ResidenceType,RentAmount/1.csv",10407,0.04,0.94,0.03,0.0,0.45,0.55,0.06
969,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/3.csv",4577,0.04,0.94,0.03,0.0,0.45,0.55,0.06
986,"LoanAmount,EMI,ResidenceType,RentAmount,NoOfDependents/4.csv",1963,0.04,0.93,0.03,0.0,0.41,0.59,0.07
1001,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/4.csv",963,0.04,0.93,0.03,0.0,0.44,0.56,0.07
1011,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,ResidenceType/4.csv",10252,0.04,0.93,0.03,0.0,0.53,0.47,0.07
1043,"InterestRate,InsuranceRate,ResidenceType,RentAmount/5.csv",1452,0.04,0.94,0.03,0.0,0.43,0.57,0.06
1055,"LoanAmount,EMI,InterestRate,RentAmount,NoOfDependents/2.csv",14053,0.04,0.93,0.03,0.0,0.51,0.49,0.07
1071,"loantype,LoanAmount,DocumentCharge,InsuranceRate,ResidenceType,NoOfDependents/4.csv",10252,0.04,0.93,0.03,0.0,0.53,0.47,0.07
1140,"InterestRate,InsuranceAmount,NoOfDependents/2.csv",13802,0.04,0.93,0.03,0.0,0.56,0.44,0.07
1154,"loantype,EMI,InterestRate,InsuranceRate,RentAmount/3.csv",4198,0.04,0.94,0.03,0.0,0.45,0.55,0.06
1157,"loantype,EMI,InterestRate,InsuranceRate,RentAmount/1.csv",11299,0.04,0.94,0.03,0.0,0.45,0.55,0.06
1179,"loantype,InterestRate,RentAmount/3.csv",5161,0.04,0.94,0.03,0.0,0.45,0.55,0.06
1198,"loantype,LoanAmount,EMI,InterestRate,NoOfDependents/5.csv",2026,0.04,0.93,0.03,0.0,0.4,0.6,0.07
1199,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/3.csv",4577,0.04,0.94,0.03,0.0,0.45,0.55,0.06
1207,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,ResidenceType,RentAmount/1.csv",10407,0.04,0.94,0.03,0.0,0.45,0.55,0.06
1213,"LoanAmount,DocumentCharge,EMI,InterestRate,NoOfDependents/5.csv",2426,0.04,0.93,0.03,0.0,0.37,0.63,0.07
1215,"LoanAmount,InsuranceRate,RentAmount/2.csv",6436,0.04,0.94,0.03,0.0,0.52,0.48,0.06
1217,"LoanAmount,InsuranceRate,RentAmount/1.csv",9854,0.04,0.94,0.03,0.0,0.47,0.53,0.06
1234,"EMI,InterestRate,ResidenceType,NoOfDependents/3.csv",9088,0.04,0.93,0.03,0.0,0.55,0.45,0.07
1237,"EMI,InterestRate,ResidenceType,NoOfDependents/1.csv",15173,0.04,0.93,0.03,0.0,0.48,0.52,0.07
1251,"DocumentCharge,EMI,InterestRate,NoOfDependents/5.csv",2084,0.04,0.93,0.03,0.0,0.33,0.67,0.07
1255,"LoanAmount,DocumentCharge,EMI,InterestRate,ResidenceType,NoOfDependents/1.csv",18647,0.04,0.93,0.03,0.0,0.52,0.48,0.07
1271,"LoanAmount,DocumentCharge,EMI,NoOfDependents/5.csv",2426,0.04,0.93,0.03,0.0,0.37,0.63,0.07
1285,"loantype,LoanAmount,RentAmount,NoOfDependents/1.csv",22164,0.04,0.93,0.03,0.0,0.54,0.46,0.07
1287,"loantype,RentAmount,NoOfDependents/3.csv",5161,0.04,0.94,0.03,0.0,0.45,0.55,0.06
1290,"loantype,RentAmount,NoOfDependents/1.csv",11248,0.04,0.93,0.03,0.0,0.55,0.45,0.07
1291,"loantype,EMI,InsuranceRate,InsuranceAmount,NoOfDependents/3.csv",4198,0.04,0.93,0.03,0.0,0.45,0.55,0.07
1314,"LoanAmount,InterestRate,RentAmount/1.csv",11259,0.04,0.94,0.03,0.0,0.55,0.45,0.06
1321,"loantype,DocumentCharge,InterestRate,InsuranceRate,RentAmount/3.csv",4198,0.04,0.94,0.03,0.0,0.45,0.55,0.06
1323,"loantype,DocumentCharge,InterestRate,InsuranceRate,RentAmount/4.csv",963,0.04,0.94,0.03,0.0,0.44,0.56,0.06
1327,"loantype,LoanAmount,EMI,InsuranceAmount,NoOfDependents/2.csv",5161,0.04,0.93,0.03,0.0,0.45,0.55,0.07
1331,"loantype,EMI,InsuranceAmount,NoOfDependents/3.csv",5161,0.04,0.93,0.03,0.0,0.45,0.55,0.07
1354,"loantype,LoanAmount,InterestRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/1.csv",16639,0.04,0.94,0.03,0.0,0.52,0.48,0.06
1360,"loantype,EMI,RentAmount,NoOfDependents/5.csv",1955,0.04,0.93,0.03,0.0,0.4,0.6,0.07
1404,"loantype,LoanAmount,EMI,RentAmount,NoOfDependents/1.csv",22266,0.04,0.93,0.03,0.0,0.54,0.46,0.07
1405,"loantype,LoanAmount,EMI,RentAmount,NoOfDependents/5.csv",2015,0.04,0.93,0.03,0.0,0.4,0.6,0.07
1418,"loantype,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/4.csv",10252,0.04,0.93,0.03,0.0,0.53,0.47,0.07
1444,"LoanAmount,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/1.csv",14308,0.04,0.94,0.03,0.0,0.45,0.55,0.06
1453,"InsuranceRate,ResidenceType,RentAmount,NoOfDependents/4.csv",1700,0.04,0.93,0.03,0.0,0.42,0.58,0.07
1454,"InsuranceRate,ResidenceType,RentAmount,NoOfDependents/1.csv",14308,0.04,0.94,0.03,0.0,0.45,0.55,0.06
1495,"EMI,InterestRate,InsuranceRate,RentAmount/2.csv",5547,0.04,0.94,0.03,0.0,0.51,0.49,0.06
1506,"loantype,DocumentCharge,InsuranceRate,RentAmount/4.csv",963,0.04,0.94,0.03,0.0,0.44,0.56,0.06
1541,"LoanAmount,InsuranceRate,InsuranceAmount,RentAmount/1.csv",9854,0.04,0.94,0.03,0.0,0.47,0.53,0.06
1542,"LoanAmount,InsuranceRate,InsuranceAmount,RentAmount/5.csv",5643,0.04,0.94,0.03,0.0,0.42,0.58,0.06
1557,"loantype,LoanAmount,InsuranceAmount,ResidenceType,NoOfDependents/4.csv",1947,0.04,0.93,0.03,0.0,0.41,0.59,0.07
1562,"loantype,InterestRate,InsuranceRate,InsuranceAmount,NoOfDependents/4.csv",963,0.04,0.93,0.03,0.0,0.44,0.56,0.07
1598,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,NoOfDependents/3.csv",5161,0.04,0.93,0.03,0.0,0.45,0.55,0.07
1601,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,NoOfDependents/1.csv",7222,0.04,0.93,0.03,0.0,0.47,0.53,0.07
1624,"loantype,InterestRate,RentAmount,NoOfDependents/2.csv",11156,0.04,0.94,0.03,0.0,0.53,0.47,0.06
1628,"LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/3.csv",9486,0.04,0.93,0.03,0.0,0.54,0.46,0.07
1662,"loantype,DocumentCharge,InsuranceRate,InsuranceAmount,RentAmount/3.csv",4198,0.04,0.94,0.03,0.0,0.45,0.55,0.06
1668,"loantype,EMI,RentAmount/2.csv",3206,0.04,0.94,0.03,0.0,0.48,0.52,0.06
1684,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/4.csv",963,0.04,0.93,0.03,0.0,0.44,0.56,0.07
1692,"LoanAmount,DocumentCharge,EMI,InterestRate,ResidenceType,RentAmount,NoOfDependents/3.csv",9778,0.04,0.93,0.03,0.0,0.44,0.56,0.07
1694,"LoanAmount,DocumentCharge,EMI,InterestRate,ResidenceType,RentAmount,NoOfDependents/4.csv",1963,0.04,0.93,0.03,0.0,0.41,0.59,0.07
1695,"LoanAmount,DocumentCharge,EMI,InterestRate,ResidenceType,RentAmount,NoOfDependents/1.csv",18647,0.04,0.93,0.03,0.0,0.52,0.48,0.07
1699,"DocumentCharge,EMI,InterestRate,ResidenceType,NoOfDependents/4.csv",6519,0.04,0.93,0.03,0.0,0.4,0.6,0.07
1700,"DocumentCharge,EMI,InterestRate,ResidenceType,NoOfDependents/1.csv",9151,0.04,0.93,0.03,0.0,0.54,0.46,0.07
1702,"LoanAmount,DocumentCharge,InsuranceRate,InsuranceAmount,NoOfDependents/3.csv",2700,0.04,0.93,0.03,0.0,0.65,0.35,0.07
1707,"LoanAmount,EMI,RentAmount/3.csv",5728,0.04,0.94,0.03,0.0,0.5,0.5,0.06
1708,"LoanAmount,EMI,RentAmount/2.csv",4157,0.04,0.94,0.03,0.0,0.59,0.41,0.06
1727,"loantype,DocumentCharge,EMI,RentAmount,NoOfDependents/2.csv",3854,0.04,0.93,0.03,0.0,0.48,0.52,0.07
1728,"loantype,DocumentCharge,EMI,RentAmount,NoOfDependents/4.csv",6631,0.04,0.93,0.03,0.0,0.41,0.59,0.07
1734,"loantype,LoanAmount,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/1.csv",11299,0.04,0.94,0.03,0.0,0.45,0.55,0.06
1744,"loantype,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/1.csv",10407,0.04,0.94,0.03,0.0,0.45,0.55,0.06
1749,"DocumentCharge,EMI,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/1.csv",12295,0.04,0.93,0.03,0.0,0.48,0.52,0.07
1750,"DocumentCharge,EMI,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/5.csv",3202,0.04,0.93,0.03,0.0,0.37,0.63,0.07
1754,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,ResidenceType,NoOfDependents/1.csv",15529,0.04,0.93,0.03,0.0,0.53,0.47,0.07
1779,"DocumentCharge,ResidenceType,RentAmount,NoOfDependents/1.csv",21564,0.04,0.93,0.03,0.0,0.52,0.48,0.07
1800,"LoanAmount,DocumentCharge,EMI,InsuranceRate,NoOfDependents/3.csv",2716,0.04,0.93,0.03,0.0,0.65,0.35,0.07
1804,"LoanAmount,DocumentCharge,EMI,InsuranceRate,NoOfDependents/5.csv",5708,0.04,0.93,0.03,0.0,0.42,0.58,0.07
1826,"loantype,LoanAmount,DocumentCharge,RentAmount,NoOfDependents/2.csv",3096,0.04,0.93,0.03,0.0,0.49,0.51,0.07
1828,"loantype,LoanAmount,DocumentCharge,RentAmount,NoOfDependents/1.csv",23401,0.04,0.93,0.03,0.0,0.54,0.46,0.07
1857,"LoanAmount,EMI,InterestRate,ResidenceType,RentAmount,NoOfDependents/4.csv",1963,0.04,0.93,0.03,0.0,0.41,0.59,0.07
1858,"LoanAmount,EMI,InterestRate,ResidenceType,RentAmount,NoOfDependents/1.csv",18422,0.04,0.93,0.03,0.0,0.52,0.48,0.07
1876,"loantype,EMI,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/2.csv",4570,0.04,0.93,0.03,0.0,0.45,0.55,0.07
1877,"loantype,EMI,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/4.csv",1947,0.04,0.93,0.03,0.0,0.41,0.59,0.07
1897,"loantype,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/4.csv",963,0.04,0.93,0.03,0.0,0.44,0.56,0.07
1898,"loantype,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/1.csv",11299,0.04,0.94,0.03,0.0,0.45,0.55,0.06
1920,"loantype,InterestRate,InsuranceRate,RentAmount/3.csv",4198,0.04,0.94,0.03,0.0,0.45,0.55,0.06
1922,"loantype,InterestRate,InsuranceRate,RentAmount/4.csv",963,0.04,0.94,0.03,0.0,0.44,0.56,0.06
1923,"loantype,InterestRate,InsuranceRate,RentAmount/1.csv",11299,0.04,0.94,0.03,0.0,0.45,0.55,0.06
1931,"DocumentCharge,EMI,InterestRate,RentAmount/2.csv",16081,0.04,0.94,0.03,0.0,0.51,0.49,0.06
1970,"LoanAmount,DocumentCharge,InterestRate,InsuranceRate,ResidenceType,NoOfDependents/3.csv",9635,0.04,0.93,0.03,0.0,0.53,0.47,0.07
1973,"LoanAmount,DocumentCharge,InterestRate,InsuranceRate,ResidenceType,NoOfDependents/1.csv",8980,0.04,0.94,0.03,0.0,0.48,0.52,0.06
1977,"loantype,LoanAmount,ResidenceType,RentAmount,NoOfDependents/4.csv",1947,0.04,0.93,0.03,0.0,0.41,0.59,0.07
2010,"loantype,DocumentCharge,EMI,InterestRate,NoOfDependents/3.csv",3119,0.04,0.93,0.03,0.0,0.49,0.51,0.07
2012,"loantype,DocumentCharge,EMI,InterestRate,NoOfDependents/4.csv",6776,0.04,0.93,0.03,0.0,0.41,0.59,0.07
2013,"loantype,DocumentCharge,EMI,InterestRate,NoOfDependents/1.csv",10519,0.04,0.93,0.03,0.0,0.53,0.47,0.07
2018,"LoanAmount,EMI,InterestRate,RentAmount/1.csv",12449,0.04,0.94,0.03,0.0,0.54,0.46,0.06
2068,"loantype,LoanAmount,RentAmount/1.csv",22164,0.04,0.94,0.03,0.0,0.54,0.46,0.06
2071,"DocumentCharge,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/2.csv",14380,0.04,0.93,0.03,0.0,0.53,0.47,0.07
2089,"DocumentCharge,EMI,InsuranceRate,InsuranceAmount,NoOfDependents/5.csv",3202,0.04,0.93,0.03,0.0,0.37,0.63,0.07
2108,"loantype,InsuranceAmount,RentAmount,NoOfDependents/1.csv",11714,0.04,0.93,0.03,0.0,0.46,0.54,0.06
2114,"DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/5.csv",1452,0.04,0.94,0.03,0.0,0.43,0.57,0.06
2136,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceAmount,RentAmount/2.csv",12787,0.04,0.94,0.03,0.0,0.53,0.47,0.06
2155,"loantype,LoanAmount,EMI,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/3.csv",4577,0.04,0.94,0.03,0.0,0.45,0.55,0.06
2166,"loantype,LoanAmount,InsuranceRate,RentAmount,NoOfDependents/2.csv",16719,0.04,0.93,0.03,0.0,0.56,0.44,0.07
2173,"loantype,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/1.csv",10407,0.04,0.94,0.03,0.0,0.45,0.55,0.06
2206,"InterestRate,NoOfDependents/4.csv",5183,0.04,0.93,0.03,0.0,0.52,0.48,0.07
2217,"loantype,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/1.csv",10407,0.04,0.94,0.03,0.0,0.45,0.55,0.06
2218,"loantype,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/5.csv",584,0.04,0.93,0.03,0.0,0.47,0.53,0.07
2228,"LoanAmount,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/5.csv",1452,0.04,0.94,0.03,0.0,0.43,0.57,0.06
2236,"loantype,DocumentCharge,EMI,InterestRate,ResidenceType,RentAmount,NoOfDependents/4.csv",1947,0.04,0.93,0.03,0.0,0.41,0.59,0.07
2244,"loantype,EMI,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/3.csv",4577,0.04,0.94,0.03,0.0,0.45,0.55,0.06
2250,"loantype,LoanAmount,EMI,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/2.csv",4577,0.04,0.94,0.03,0.0,0.45,0.55,0.06
2251,"loantype,LoanAmount,EMI,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/4.csv",1947,0.04,0.93,0.03,0.0,0.41,0.59,0.07
2268,"loantype,EMI,InsuranceRate,RentAmount,NoOfDependents/3.csv",4198,0.04,0.93,0.03,0.0,0.45,0.55,0.07
2279,"loantype,EMI,NoOfDependents/2.csv",3206,0.04,0.93,0.03,0.0,0.48,0.52,0.07
2282,"loantype,EMI,NoOfDependents/5.csv",1955,0.04,0.93,0.03,0.0,0.4,0.6,0.07
2297,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceRate,NoOfDependents/2.csv",16216,0.04,0.93,0.03,0.0,0.57,0.43,0.07
2311,"DocumentCharge,InterestRate,RentAmount/2.csv",16072,0.04,0.94,0.03,0.0,0.51,0.49,0.06
2329,"EMI,InterestRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/5.csv",1963,0.04,0.93,0.03,0.0,0.41,0.59,0.07
2340,"LoanAmount,EMI,InsuranceRate,InsuranceAmount,NoOfDependents/3.csv",2700,0.04,0.93,0.03,0.0,0.65,0.35,0.07
2344,"LoanAmount,EMI,InsuranceRate,InsuranceAmount,NoOfDependents/5.csv",5652,0.04,0.93,0.03,0.0,0.42,0.58,0.07
2358,"LoanAmount,InterestRate,ResidenceType,NoOfDependents/1.csv",18414,0.04,0.93,0.03,0.0,0.52,0.48,0.07
2361,"loantype,LoanAmount,EMI,InsuranceAmount,ResidenceType,NoOfDependents/2.csv",4577,0.04,0.94,0.03,0.0,0.45,0.55,0.06
2362,"loantype,LoanAmount,EMI,InsuranceAmount,ResidenceType,NoOfDependents/4.csv",1947,0.04,0.93,0.03,0.0,0.41,0.59,0.07
2373,"loantype,InsuranceRate,RentAmount,NoOfDependents/1.csv",11299,0.04,0.94,0.03,0.0,0.45,0.55,0.06
2377,"EMI,ResidenceType,RentAmount,NoOfDependents/4.csv",1963,0.04,0.93,0.03,0.0,0.41,0.59,0.07
2379,"loantype,EMI,InsuranceRate,NoOfDependents/3.csv",4198,0.04,0.93,0.03,0.0,0.45,0.55,0.07
2381,"loantype,EMI,InsuranceRate,NoOfDependents/4.csv",963,0.04,0.93,0.03,0.0,0.44,0.56,0.07
2387,"loantype,LoanAmount,EMI,InterestRate,RentAmount,NoOfDependents/1.csv",19188,0.04,0.93,0.03,0.0,0.53,0.47,0.07
2388,"loantype,LoanAmount,EMI,InterestRate,RentAmount,NoOfDependents/5.csv",2026,0.04,0.93,0.03,0.0,0.4,0.6,0.07
2394,"loantype,InsuranceRate,RentAmount/3.csv",4198,0.04,0.94,0.03,0.0,0.45,0.55,0.06
2396,"loantype,InsuranceRate,RentAmount/4.csv",963,0.04,0.94,0.03,0.0,0.44,0.56,0.06
2437,"loantype,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/1.csv",10407,0.04,0.94,0.03,0.0,0.45,0.55,0.06
2438,"loantype,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/5.csv",584,0.04,0.93,0.03,0.0,0.47,0.53,0.07
2444,"loantype,EMI,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/3.csv",4577,0.04,0.94,0.03,0.0,0.45,0.55,0.06
2467,"DocumentCharge,ResidenceType,NoOfDependents/1.csv",21564,0.04,0.93,0.03,0.0,0.52,0.48,0.07
2468,"loantype,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/3.csv",4198,0.04,0.94,0.03,0.0,0.45,0.55,0.06
2471,"loantype,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/1.csv",11299,0.04,0.94,0.03,0.0,0.45,0.55,0.06
2475,"loantype,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/4.csv",963,0.04,0.93,0.03,0.0,0.44,0.56,0.07
2493,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/3.csv",7947,0.04,0.93,0.03,0.0,0.56,0.44,0.07
2498,"DocumentCharge,InsuranceRate,NoOfDependents/3.csv",12726,0.04,0.93,0.03,0.0,0.57,0.43,0.07
2560,"LoanAmount,DocumentCharge,EMI,InsuranceAmount,NoOfDependents/4.csv",7057,0.04,0.93,0.03,0.0,0.43,0.57,0.07
2572,"EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/5.csv",1452,0.04,0.94,0.03,0.0,0.43,0.57,0.06
2581,"loantype,NoOfDependents/1.csv",11523,0.04,0.93,0.03,0.0,0.55,0.45,0.07
2589,"loantype,LoanAmount,DocumentCharge,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/4.csv",10252,0.04,0.93,0.03,0.0,0.53,0.47,0.07
2590,"loantype,LoanAmount,DocumentCharge,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/1.csv",10407,0.04,0.94,0.03,0.0,0.45,0.55,0.06
2594,"DocumentCharge,EMI,ResidenceType,RentAmount,NoOfDependents/4.csv",1963,0.04,0.93,0.03,0.0,0.41,0.59,0.07
2598,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/4.csv",10252,0.04,0.93,0.03,0.0,0.53,0.47,0.07
2610,"EMI,InterestRate,InsuranceRate,NoOfDependents/3.csv",2691,0.04,0.93,0.03,0.0,0.65,0.35,0.07
2621,"loantype,RentAmount/2.csv",5161,0.04,0.94,0.03,0.0,0.45,0.55,0.06
2652,"LoanAmount,DocumentCharge,InterestRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/1.csv",18049,0.04,0.93,0.03,0.0,0.52,0.48,0.07
2685,"loantype,EMI,InterestRate,ResidenceType,RentAmount,NoOfDependents/4.csv",1947,0.04,0.93,0.03,0.0,0.41,0.59,0.07
2704,"DocumentCharge,EMI,NoOfDependents/2.csv",16108,0.04,0.93,0.03,0.0,0.56,0.44,0.07
2707,"DocumentCharge,EMI,NoOfDependents/5.csv",2223,0.04,0.93,0.03,0.0,0.33,0.67,0.07
2713,"loantype,EMI,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/3.csv",4577,0.04,0.94,0.03,0.0,0.45,0.55,0.06
2716,"loantype,EMI,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/1.csv",10407,0.04,0.94,0.03,0.0,0.45,0.55,0.06
2718,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/3.csv",5161,0.04,0.93,0.03,0.0,0.45,0.55,0.07
2766,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/1.csv",10407,0.04,0.94,0.03,0.0,0.45,0.55,0.06
2770,"loantype,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,NoOfDependents/4.csv",963,0.04,0.93,0.03,0.0,0.44,0.56,0.07
2883,"loantype,EMI,ResidenceType,RentAmount,NoOfDependents/2.csv",4570,0.04,0.93,0.03,0.0,0.45,0.55,0.07
2884,"loantype,EMI,ResidenceType,RentAmount,NoOfDependents/4.csv",1947,0.04,0.93,0.03,0.0,0.41,0.59,0.07
2906,"loantype,ResidenceType,RentAmount/5.csv",591,0.04,0.94,0.03,0.0,0.47,0.53,0.06
2935,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/1.csv",10407,0.04,0.94,0.03,0.0,0.45,0.55,0.06
2937,"loantype,InsuranceRate,InsuranceAmount,RentAmount/3.csv",4198,0.04,0.94,0.03,0.0,0.45,0.55,0.06
2980,"loantype,LoanAmount,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/1.csv",10407,0.04,0.94,0.03,0.0,0.45,0.55,0.06
2985,"loantype,DocumentCharge,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/1.csv",10407,0.04,0.94,0.03,0.0,0.45,0.55,0.06
2993,"EMI,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/2.csv",6413,0.04,0.93,0.03,0.0,0.52,0.48,0.07
2995,"EMI,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/1.csv",15497,0.04,0.94,0.03,0.0,0.45,0.55,0.06
3001,"loantype,InterestRate,InsuranceAmount,ResidenceType,NoOfDependents/5.csv",591,0.04,0.93,0.03,0.0,0.47,0.53,0.07
3025,"DocumentCharge,EMI,InterestRate,InsuranceRate,RentAmount,NoOfDependents/1.csv",9847,0.04,0.93,0.03,0.0,0.48,0.52,0.07
3026,"DocumentCharge,EMI,InterestRate,InsuranceRate,RentAmount,NoOfDependents/5.csv",5650,0.04,0.93,0.03,0.0,0.42,0.58,0.07
3031,"LoanAmount,EMI,InterestRate,InsuranceRate,NoOfDependents/5.csv",5815,0.04,0.93,0.03,0.0,0.42,0.58,0.07
3042,"InterestRate,InsuranceRate,InsuranceAmount,NoOfDependents/3.csv",2591,0.04,0.93,0.03,0.0,0.65,0.35,0.07
3065,"DocumentCharge,InterestRate,InsuranceRate,RentAmount,NoOfDependents/1.csv",12145,0.04,0.94,0.03,0.0,0.48,0.52,0.06
3105,"EMI,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/1.csv",15497,0.04,0.94,0.03,0.0,0.45,0.55,0.06
3117,"loantype,EMI,InterestRate,InsuranceRate,ResidenceType,NoOfDependents/3.csv",4577,0.04,0.94,0.03,0.0,0.45,0.55,0.06
3154,"loantype,LoanAmount,DocumentCharge,ResidenceType,RentAmount,NoOfDependents/4.csv",1947,0.04,0.93,0.03,0.0,0.41,0.59,0.07
3192,"InterestRate,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/3.csv",2596,0.04,0.93,0.03,0.0,0.65,0.35,0.07
3204,"loantype,LoanAmount,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/4.csv",1947,0.04,0.93,0.03,0.0,0.41,0.59,0.07
3217,"loantype,LoanAmount,EMI,InsuranceRate,ResidenceType,NoOfDependents/3.csv",4577,0.04,0.94,0.03,0.0,0.45,0.55,0.06
3223,"LoanAmount,DocumentCharge,EMI,InterestRate,RentAmount/2.csv",14425,0.04,0.94,0.03,0.0,0.52,0.48,0.06
3234,"loantype,LoanAmount,EMI,NoOfDependents/1.csv",22266,0.04,0.93,0.03,0.0,0.54,0.46,0.07
3235,"loantype,LoanAmount,EMI,NoOfDependents/5.csv",2015,0.04,0.93,0.03,0.0,0.4,0.6,0.07
3236,"loantype,EMI,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/3.csv",4198,0.04,0.93,0.03,0.0,0.45,0.55,0.07
3251,"loantype,DocumentCharge,InterestRate,InsuranceRate,ResidenceType,RentAmount/3.csv",4577,0.04,0.94,0.03,0.0,0.45,0.55,0.06
